month,region,purchase_type,license_year,license_count,license_year_count
2024-05-01,ap-southeast-1,Commercial_Advanced,2,7,14
2024-05-01,eu-west-1,Commercial_Advanced,2,5,10
2024-05-01,eu-west-1,Commercial_CBC_Pro,3,1,3
2024-04-01,eu-west-1,Commercial_Advanced,1,2394,2394
2024-04-01,ap-southeast-1,Commercial_Advanced,1,1395,1395
2024-04-01,us-east-1,Commercial_Advanced,1,1122,1122
2024-04-01,eu-west-1,Commercial_Advanced,3,1076,3228
2024-04-01,ap-southeast-1,Commercial_Advanced,3,536,1608
2024-04-01,eu-west-1,Surveillance_IPC,1,230,230
2024-04-01,eu-west-1,Commercial_Advanced,5,206,1030
2024-04-01,ap-southeast-1,Surveillance_IPC,1,135,135
2024-04-01,us-east-1,Commercial_Advanced,5,80,400
2024-04-01,us-east-1,Commercial_Advanced,2,45,90
2024-04-01,ap-southeast-1,Commercial_CBC_Pro,5,38,190
2024-04-01,us-east-1,Commercial_Advanced,3,22,66
2024-04-01,eu-west-1,Commercial_Advanced,2,22,44
2024-04-01,us-east-1,Commercial_CBC_Pro,1,19,19
2024-04-01,ap-southeast-1,Commercial_Advanced,5,18,90
2024-04-01,ap-southeast-1,Commercial_CBC_Pro,1,10,10
2024-04-01,ap-southeast-1,Trial,1,10,10
2024-04-01,ap-southeast-1,Surveillance_IPC,3,5,15
2024-04-01,eu-west-1,Commercial_CBC_Pro,1,5,5
2024-04-01,ap-southeast-1,Surveillance_IPC,5,5,25
2024-04-01,eu-west-1,Commercial_Advanced,4,3,12
2024-04-01,us-east-1,Commercial_Advanced,4,1,4
2024-03-01,ap-southeast-1,Commercial_Advanced,1,1213,1213
2024-03-01,us-east-1,Commercial_Advanced,1,888,888
2024-03-01,eu-west-1,Commercial_Advanced,1,601,601
2024-03-01,eu-west-1,Commercial_Advanced,3,230,690
2024-03-01,eu-west-1,Commercial_Advanced,5,202,1010
2024-03-01,ap-southeast-1,Commercial_Advanced,3,150,450
2024-03-01,us-east-1,Commercial_CBC_Pro,5,80,400
2024-03-01,us-east-1,Commercial_Advanced,3,75,225
2024-03-01,us-east-1,Commercial_Advanced,2,52,104
2024-03-01,us-east-1,Commercial_CBC_Pro,3,38,114
2024-03-01,us-east-1,Commercial_Advanced,5,37,185
2024-03-01,eu-west-1,Commercial_Advanced,2,13,26
2024-03-01,ap-southeast-1,Commercial_Advanced,5,10,50
2024-03-01,ap-southeast-1,Commercial_Advanced,2,6,12
2024-02-01,ap-southeast-1,Commercial_Advanced,1,8796,8796
2024-02-01,ap-southeast-1,Commercial_Advanced,5,5451,27255
2024-02-01,eu-west-1,Commercial_Advanced,1,1283,1283
2024-02-01,us-east-1,Commercial_Advanced,1,1160,1160
2024-02-01,ap-southeast-1,Commercial_Advanced,3,409,1227
2024-02-01,eu-west-1,Commercial_Advanced,3,201,603
2024-02-01,us-east-1,Commercial_Advanced,3,148,444
2024-02-01,eu-west-1,Commercial_Advanced,5,116,580
2024-02-01,us-east-1,Commercial_CBC_Pro,1,81,81
2024-02-01,us-east-1,Commercial_Advanced,5,73,365
2024-02-01,us-east-1,Commercial_Advanced,2,52,104
2024-02-01,eu-west-1,Commercial_Advanced,2,14,28
2024-02-01,ap-southeast-1,Commercial_Advanced,2,3,6
2024-01-01,ap-southeast-1,Commercial_Advanced,1,6353,6353
2024-01-01,us-east-1,Commercial_Advanced,1,806,806
2024-01-01,eu-west-1,Commercial_Advanced,1,213,213
2024-01-01,ap-southeast-1,Commercial_Advanced,3,140,420
2024-01-01,ap-southeast-1,Trial,5,130,650
2024-01-01,us-east-1,Commercial_CBC_Pro,3,107,321
2024-01-01,eu-west-1,Commercial_Advanced,3,93,279
2024-01-01,eu-west-1,Commercial_Advanced,5,71,355
2024-01-01,us-east-1,Commercial_Advanced,5,53,265
2024-01-01,us-east-1,Commercial_Advanced,3,41,123
2024-01-01,us-east-1,Commercial_Advanced,2,34,68
2024-01-01,eu-west-1,Commercial_Advanced,2,15,30
2024-01-01,ap-southeast-1,Commercial_CBC_Pro,5,11,55
2024-01-01,eu-west-1,Commercial_CBC_Pro,3,10,30
2024-01-01,us-east-1,Trial,1,10,10
2024-01-01,ap-southeast-1,Commercial_Advanced,5,9,45
2024-01-01,us-east-1,Commercial_CBC_Pro,1,8,8
2024-01-01,ap-southeast-1,Commercial_Advanced,2,7,14
2023-12-01,ap-southeast-1,Commercial_Advanced,1,8107,8107
2023-12-01,us-east-1,Commercial_Advanced,1,719,719
2023-12-01,eu-west-1,Commercial_Advanced,3,279,837
2023-12-01,eu-west-1,Commercial_Advanced,1,151,151
2023-12-01,us-east-1,Commercial_Advanced,5,116,580
2023-12-01,us-east-1,Commercial_Advanced,3,79,237
2023-12-01,eu-west-1,Commercial_Advanced,5,72,360
2023-12-01,ap-southeast-1,Commercial_Advanced,3,53,159
2023-12-01,us-east-1,Commercial_Advanced,2,32,64
2023-12-01,ap-southeast-1,Commercial_Advanced,5,12,60
2023-12-01,eu-west-1,Commercial_Advanced,2,10,20
2023-12-01,us-east-1,Trial,1,10,10
2023-12-01,ap-southeast-1,Commercial_Advanced,2,5,10
2023-12-01,us-east-1,Commercial_Advanced,4,3,12
2023-12-01,eu-west-1,Commercial_CBC_Pro,5,2,10
2023-11-01,ap-southeast-1,Commercial_Advanced,1,18566,18566
2023-11-01,eu-west-1,Commercial_Advanced,1,1193,1193
2023-11-01,us-east-1,Commercial_Advanced,1,1049,1049
2023-11-01,eu-west-1,Commercial_Advanced,3,205,615
2023-11-01,ap-southeast-1,Commercial_Advanced,3,142,426
2023-11-01,us-east-1,Commercial_Advanced,5,133,665
2023-11-01,eu-west-1,Commercial_Advanced,5,73,365
2023-11-01,us-east-1,Commercial_Advanced,2,51,102
2023-11-01,us-east-1,Commercial_Advanced,3,45,135
2023-11-01,ap-southeast-1,Trial,1,20,20
2023-11-01,ap-southeast-1,Commercial_Advanced,5,15,75
2023-11-01,ap-southeast-1,Commercial_Advanced,4,6,24
2023-11-01,eu-west-1,Commercial_Advanced,2,3,6
2023-11-01,ap-southeast-1,Commercial_Advanced,2,2,4
2023-10-01,eu-west-1,Commercial_Advanced,3,1037,3111
2023-10-01,us-east-1,Commercial_Advanced,1,999,999
2023-10-01,ap-southeast-1,Commercial_Advanced,3,362,1086
2023-10-01,eu-west-1,Commercial_Advanced,5,326,1630
2023-10-01,eu-west-1,Commercial_Advanced,1,282,282
2023-10-01,ap-southeast-1,Commercial_Advanced,1,235,235
2023-10-01,us-east-1,Commercial_Advanced,5,171,855
2023-10-01,us-east-1,Commercial_Advanced,3,39,117
2023-10-01,us-east-1,Commercial_Advanced,2,38,76
2023-10-01,eu-west-1,Commercial_Advanced,2,9,18
2023-10-01,us-east-1,Commercial_Advanced,4,7,28
2023-10-01,ap-southeast-1,Commercial_Advanced,5,3,15
2023-10-01,ap-southeast-1,Commercial_Advanced,2,2,4
2023-09-01,ap-southeast-1,Commercial_Advanced,1,10476,10476
2023-09-01,ap-southeast-1,Commercial_Advanced,5,8531,42655
2023-09-01,us-east-1,Commercial_Advanced,1,728,728
2023-09-01,eu-west-1,Commercial_Advanced,3,266,798
2023-09-01,eu-west-1,Commercial_Advanced,5,164,820
2023-09-01,us-east-1,Commercial_Advanced,3,147,441
2023-09-01,eu-west-1,Commercial_Advanced,1,134,134
2023-09-01,us-east-1,Commercial_Advanced,5,109,545
2023-09-01,us-east-1,Commercial_CBC_Pro,1,30,30
2023-09-01,eu-west-1,Trial,1,30,30
2023-09-01,us-east-1,Commercial_Advanced,2,30,60
2023-09-01,ap-southeast-1,Commercial_Advanced,3,19,57
2023-09-01,eu-west-1,Commercial_Advanced,2,6,12
2023-09-01,ap-southeast-1,Commercial_Advanced,2,6,12
2023-08-01,us-east-1,Commercial_Advanced,1,556,556
2023-08-01,eu-west-1,Commercial_Advanced,1,399,399
2023-08-01,ap-southeast-1,Commercial_Advanced,1,297,297
2023-08-01,eu-west-1,Commercial_Advanced,5,160,800
2023-08-01,eu-west-1,Commercial_Advanced,3,113,339
2023-08-01,us-east-1,Commercial_Advanced,3,97,291
2023-08-01,ap-southeast-1,Commercial_Advanced,3,72,216
2023-08-01,us-east-1,Commercial_Advanced,5,61,305
2023-08-01,ap-southeast-1,Commercial_Advanced,5,52,260
2023-08-01,us-east-1,Commercial_Advanced,2,34,68
2023-08-01,ap-southeast-1,Commercial_Advanced,2,30,60
2023-08-01,eu-west-1,Trial,1,11,11
2023-08-01,eu-west-1,Commercial_Advanced,2,2,4
2023-07-01,ap-southeast-1,Commercial_Advanced,5,5914,29570
2023-07-01,ap-southeast-1,Commercial_Advanced,1,1573,1573
2023-07-01,us-east-1,Commercial_Advanced,1,506,506
2023-07-01,us-east-1,Trial,5,320,1600
2023-07-01,eu-west-1,Commercial_Advanced,1,191,191
2023-07-01,eu-west-1,Commercial_Advanced,5,184,920
2023-07-01,eu-west-1,Commercial_Advanced,3,88,264
2023-07-01,us-east-1,Commercial_Advanced,5,57,285
2023-07-01,us-east-1,Commercial_Advanced,3,45,135
2023-07-01,us-east-1,Commercial_Advanced,2,33,66
2023-07-01,eu-west-1,Commercial_Advanced,2,13,26
2023-07-01,ap-southeast-1,Commercial_Advanced,3,10,30
2023-07-01,ap-southeast-1,Trial,1,5,5
2023-07-01,us-east-1,Commercial_Advanced,4,4,16
2023-07-01,eu-west-1,Commercial_Advanced,4,4,16
2023-06-01,ap-southeast-1,Commercial_Advanced,5,5010,25050
2023-06-01,us-east-1,Commercial_Advanced,1,1199,1199
2023-06-01,us-east-1,Commercial_CBC_Pro,1,450,450
2023-06-01,ap-southeast-1,Commercial_Advanced,1,317,317
2023-06-01,ap-southeast-1,Trial,1,215,215
2023-06-01,eu-west-1,Commercial_Advanced,1,192,192
2023-06-01,eu-west-1,Commercial_Advanced,3,163,489
2023-06-01,us-east-1,Trial,5,100,500
2023-06-01,ap-southeast-1,Trial,5,80,400
2023-06-01,us-east-1,Commercial_Advanced,5,70,350
2023-06-01,us-east-1,Trial,1,67,67
2023-06-01,us-east-1,Commercial_Advanced,3,47,141
2023-06-01,eu-west-1,Commercial_Advanced,5,27,135
2023-06-01,us-east-1,Commercial_Advanced,2,17,34
2023-06-01,ap-southeast-1,Others,1,15,15
2023-06-01,us-east-1,Commercial_Advanced,4,10,40
2023-06-01,ap-southeast-1,Commercial_Advanced,3,3,9
2023-06-01,eu-west-1,Commercial_Advanced,2,3,6
2023-06-01,ap-southeast-1,Commercial_Advanced,4,1,4
2023-05-01,us-east-1,Commercial_Advanced,1,559,559
2023-05-01,eu-west-1,Commercial_Advanced,5,270,1350
2023-05-01,eu-west-1,Commercial_Advanced,1,199,199
2023-05-01,ap-southeast-1,Commercial_Advanced,1,186,186
2023-05-01,ap-southeast-1,Commercial_Advanced,3,119,357
2023-05-01,us-east-1,Commercial_Advanced,5,71,355
2023-05-01,eu-west-1,Commercial_Advanced,3,62,186
2023-05-01,us-east-1,Commercial_Advanced,2,31,62
2023-05-01,us-east-1,Commercial_Advanced,3,18,54
2023-05-01,ap-southeast-1,Commercial_Advanced,5,8,40
2023-05-01,ap-southeast-1,Trial,1,5,5
2023-05-01,us-east-1,Commercial_Advanced,4,4,16
2023-05-01,ap-southeast-1,Commercial_Advanced,2,4,8
2023-04-01,ap-southeast-1,Commercial_Advanced,5,3139,15695
2023-04-01,eu-west-1,Commercial_Advanced,1,1160,1160
2023-04-01,us-east-1,Commercial_Advanced,3,539,1617
2023-04-01,us-east-1,Commercial_Advanced,1,476,476
2023-04-01,ap-southeast-1,Commercial_Advanced,1,238,238
2023-04-01,eu-west-1,Commercial_Advanced,3,167,501
2023-04-01,us-east-1,Commercial_Advanced,2,65,130
2023-04-01,us-east-1,Commercial_Advanced,5,31,155
2023-04-01,eu-west-1,Commercial_Advanced,5,24,120
2023-04-01,ap-southeast-1,Commercial_Advanced,2,8,16
2023-04-01,eu-west-1,Commercial_Advanced,2,8,16
2023-04-01,us-east-1,Commercial_Advanced,4,6,24
2023-04-01,ap-southeast-1,Commercial_Advanced,3,1,3
2023-03-01,us-east-1,Commercial_Advanced,1,981,981
2023-03-01,eu-west-1,Commercial_Advanced,1,962,962
2023-03-01,ap-southeast-1,Commercial_Advanced,1,721,721
2023-03-01,us-east-1,Commercial_Advanced,5,65,325
2023-03-01,us-east-1,Commercial_Advanced,3,63,189
2023-03-01,ap-southeast-1,Commercial_Advanced,5,17,85
2023-03-01,us-east-1,Commercial_Advanced,2,16,32
2023-03-01,eu-west-1,Commercial_Advanced,3,12,36
2023-03-01,eu-west-1,Commercial_Advanced,5,5,25
2023-03-01,ap-southeast-1,Trial,1,5,5
2023-03-01,ap-southeast-1,Commercial_Advanced,3,2,6
2023-03-01,ap-southeast-1,Commercial_Advanced,2,1,2
2023-02-01,us-east-1,Commercial_Advanced,1,494,494
2023-02-01,ap-southeast-1,Commercial_Advanced,1,465,465
2023-02-01,eu-west-1,Commercial_Advanced,1,64,64
2023-02-01,eu-west-1,Commercial_Advanced,3,38,114
2023-02-01,us-east-1,Commercial_Advanced,5,33,165
2023-02-01,us-east-1,Commercial_Advanced,2,22,44
2023-02-01,us-east-1,Commercial_Advanced,3,20,60
2023-02-01,ap-southeast-1,Commercial_Advanced,3,1,3
2023-02-01,ap-southeast-1,Commercial_Advanced,5,1,5
2023-02-01,eu-west-1,Commercial_Advanced,2,1,2
2023-01-01,ap-southeast-1,Commercial_Advanced,5,9318,46590
2023-01-01,us-east-1,Commercial_Advanced,1,370,370
2023-01-01,eu-west-1,Commercial_Advanced,1,273,273
2023-01-01,us-east-1,Commercial_Advanced,5,60,300
2023-01-01,us-east-1,Commercial_Advanced,3,37,111
2023-01-01,eu-west-1,Commercial_Advanced,5,33,165
2023-01-01,eu-west-1,Commercial_Advanced,3,32,96
2023-01-01,us-east-1,Commercial_Advanced,2,20,40
2023-01-01,ap-southeast-1,Commercial_Advanced,1,13,13
2023-01-01,ap-southeast-1,Commercial_Advanced,3,4,12
2022-12-01,ap-southeast-1,Commercial_Advanced,5,2182,10910
2022-12-01,us-east-1,Commercial_Advanced,1,307,307
2022-12-01,ap-southeast-1,Commercial_Advanced,1,144,144
2022-12-01,eu-west-1,Commercial_Advanced,1,75,75
2022-12-01,us-east-1,Commercial_Advanced,5,43,215
2022-12-01,us-east-1,Commercial_Advanced,2,29,58
2022-12-01,eu-west-1,Commercial_Advanced,5,25,125
2022-12-01,eu-west-1,Commercial_Advanced,3,8,24
2022-12-01,eu-west-1,Commercial_Advanced,2,4,8
2022-12-01,ap-southeast-1,Commercial_Advanced,3,3,9
2022-12-01,us-east-1,Commercial_Advanced,3,2,6
2022-11-01,eu-west-1,Commercial_Advanced,1,530,530
2022-11-01,eu-west-1,Commercial_Advanced,3,468,1404
2022-11-01,us-east-1,Commercial_Advanced,1,421,421
2022-11-01,us-east-1,Commercial_Advanced,3,154,462
2022-11-01,ap-southeast-1,Commercial_Advanced,1,114,114
2022-11-01,ap-southeast-1,Commercial_Advanced,5,69,345
2022-11-01,us-east-1,Commercial_Advanced,5,43,215
2022-11-01,eu-west-1,Commercial_Advanced,5,20,100
2022-11-01,us-east-1,Commercial_Advanced,2,10,20
2022-11-01,ap-southeast-1,Trial,1,10,10
2022-11-01,eu-west-1,Commercial_Advanced,2,10,20
2022-11-01,ap-southeast-1,Commercial_Advanced,3,3,9
2022-11-01,us-east-1,Commercial_Advanced,4,1,4
2022-10-01,us-east-1,Commercial_Advanced,1,545,545
2022-10-01,eu-west-1,Commercial_Advanced,3,160,480
2022-10-01,us-east-1,Trial,1,97,97
2022-10-01,us-east-1,Commercial_Advanced,5,85,425
2022-10-01,ap-southeast-1,Commercial_Advanced,1,76,76
2022-10-01,eu-west-1,Commercial_Advanced,5,31,155
2022-10-01,ap-southeast-1,Commercial_Advanced,5,25,125
2022-10-01,ap-southeast-1,Commercial_Advanced,3,23,69
2022-10-01,us-east-1,Commercial_Advanced,3,10,30
2022-10-01,us-east-1,Commercial_Advanced,2,8,16
2022-09-01,ap-southeast-1,Commercial_Advanced,1,10013,10013
2022-09-01,us-east-1,Commercial_Advanced,1,361,361
2022-09-01,us-east-1,Commercial_Advanced,5,109,545
2022-09-01,us-east-1,Commercial_Advanced,3,76,228
2022-09-01,us-east-1,Commercial_Advanced,2,14,28
2022-09-01,eu-west-1,Trial,1,10,10
2022-09-01,ap-southeast-1,Trial,1,10,10
2022-09-01,us-east-1,Trial,1,10,10
2022-09-01,us-east-1,Commercial_Advanced,4,4,16
2022-09-01,eu-west-1,Commercial_Advanced,5,3,15
2022-08-01,us-east-1,Commercial_Advanced,1,374,374
2022-08-01,ap-southeast-1,Commercial_Advanced,1,167,167
2022-08-01,ap-southeast-1,Commercial_Advanced,3,125,375
2022-08-01,eu-west-1,Trial,1,40,40
2022-08-01,us-east-1,Commercial_Advanced,5,22,110
2022-08-01,ap-southeast-1,Trial,3,10,30
2022-08-01,us-east-1,Commercial_Advanced,2,5,10
2022-08-01,ap-southeast-1,Trial,1,5,5
2022-08-01,eu-west-1,Commercial_Advanced,1,3,3
2022-08-01,us-east-1,Commercial_Advanced,3,2,6
2022-08-01,eu-west-1,Commercial_Advanced,5,2,10
2022-07-01,eu-west-1,Commercial_Advanced,3,250,750
2022-07-01,us-east-1,Commercial_Advanced,1,17,17
2022-06-01,eu-west-1,Commercial_Advanced,3,50,150
2022-06-01,us-east-1,Trial,1,22,22
2022-05-01,ap-southeast-1,Trial,1,90,90
2022-05-01,us-east-1,Commercial_Advanced,5,12,60
2022-05-01,eu-west-1,Commercial_Advanced,1,8,8
2022-05-01,us-east-1,Commercial_Advanced,1,7,7
2022-05-01,ap-southeast-1,Commercial_Advanced,1,2,2
2022-04-01,ap-southeast-1,Trial,1,20,20
2022-04-01,us-east-1,Commercial_Advanced,1,12,12
2022-04-01,eu-west-1,Trial,1,10,10
2022-04-01,eu-west-1,Commercial_Advanced,1,7,7
2022-04-01,us-east-1,Commercial_Advanced,2,4,8
2022-04-01,ap-southeast-1,Commercial_Advanced,1,3,3
2022-03-01,eu-west-1,Trial,1,20,20
2022-03-01,us-east-1,Trial,1,10,10
2022-03-01,ap-southeast-1,Trial,1,10,10
2022-02-01,eu-west-1,Trial,1,270,270
2022-02-01,ap-southeast-1,Trial,1,220,220
2022-02-01,us-east-1,Trial,1,40,40
2022-01-01,ap-southeast-1,Trial,1,270,270
2022-01-01,eu-west-1,Trial,1,190,190
2022-01-01,us-east-1,Trial,1,120,120
2022-01-01,us-east-1,Commercial_Advanced,1,5,5
2022-01-01,eu-west-1,Commercial_Advanced,1,2,2
2022-01-01,us-east-1,Commercial_Advanced,3,1,3
2022-01-01,eu-west-1,Commercial_Advanced,5,1,5
2021-12-01,ap-southeast-1,Commercial_Advanced,1,3,3
2021-12-01,eu-west-1,Commercial_Advanced,4,1,4
2021-12-01,ap-southeast-1,Commercial_Advanced,3,1,3
2021-09-01,us-east-1,Commercial_Advanced,1,2,2
2021-08-01,us-east-1,Commercial_Advanced,1,4,4
2021-08-01,us-east-1,Commercial_Advanced,2,1,2
2021-07-01,ap-southeast-1,Commercial_Advanced,1,1300,1300
2021-07-01,eu-west-1,Commercial_Advanced,1,3,3
2021-07-01,us-east-1,Commercial_Advanced,2,2,4
2021-06-01,us-east-1,Commercial_Advanced,1,1,1
2021-06-01,ap-southeast-1,Commercial_Advanced,1,1,1
2021-05-01,ap-southeast-1,Commercial_Advanced,1,20,20
2021-05-01,us-east-1,Commercial_Advanced,2,7,14
2021-05-01,us-east-1,Commercial_Advanced,1,4,4
2021-04-01,ap-southeast-1,Commercial_Advanced,1,80,80
2021-04-01,us-east-1,Commercial_Advanced,1,1,1
2021-03-01,ap-southeast-1,Commercial_Advanced,1,755,755
2021-03-01,eu-west-1,Commercial_Advanced,1,371,371
2021-03-01,us-east-1,Commercial_Advanced,1,350,350
2021-03-01,ap-southeast-1,Commercial_Advanced,2,1,2
